año,estado,mes,modalidad,cred,monto
2021,Ciudad de México,enero,Vivienda Usada,78,67596649.45
2021,Coahuila de Zaragoza,enero,Vivienda Usada,54,36348984.92
2021,Colima,enero,Vivienda Usada,6,4308700.37
2021,Durango,enero,Vivienda Usada,13,11785894.3
2021,Guanajuato,enero,Vivienda Usada,29,18274751.56
2021,Guerrero,enero,Vivienda Usada,66,43208390.72
2021,Hidalgo,enero,Vivienda Usada,53,41231078.65
2021,Jalisco,enero,Vivienda Usada,31,23416470.89
2021,México,enero,Vivienda Usada,82,65580850.54
2021,Michoacán de Ocampo,enero,Vivienda Usada,36,25352907.43
2021,Morelos,enero,Vivienda Usada,35,49864842.41
2021,Nayarit,enero,Vivienda Usada,8,12351670.78
2021,Nuevo León,enero,Vivienda Usada,13,9116199.78
2021,Oaxaca,enero,Vivienda Usada,60,44990208.85
2021,Puebla,enero,Vivienda Usada,39,37910730.12
2021,Querétaro,enero,Vivienda Usada,9,7914350.92
2021,Quintana Roo,enero,Vivienda Usada,12,36473622.77
2021,San Luis Potosí,enero,Vivienda Usada,21,16626104.23
2021,Sinaloa,enero,Vivienda Usada,37,23473233.5
2021,Sonora,enero,Vivienda Usada,39,25291556.84
2021,Tabasco,enero,Vivienda Usada,25,20108162.13
2021,Tamaulipas,enero,Vivienda Usada,65,52924235.28
2021,Tlaxcala,enero,Vivienda Usada,27,24930703.62
2021,Veracruz de Ignacio de la Llave,enero,Vivienda Usada,142,110925219
2021,Yucatán,enero,Vivienda Usada,26,17193536.87
2021,Zacatecas,enero,Vivienda Usada,17,10841411.14
,,,tot,11,1
